x,lax_u1,lax_u2,lax_u3,box_u1,box_u2,box_u3,exact_u1,exact_u2,exact_u3
0.06,1.398610275706599,0.3766727701682515,-1.111593824434612,1.280809708660285,0.4355730536914086,-1.170604249025755,1.334406281849142,0.4087747670969804,-1.143806121715993
0.0625,1.391063813616012,0.3827985346032886,-1.120784158339238,1.238839510114314,0.4589106863541373,-1.197012201970418,1.325651704023301,0.4155045893996441,-1.15360626993728
0.065,1.383761081607845,0.3887359174960996,-1.129802180432895,1.302146648177094,0.4295431342114749,-1.170731125322277,1.316938723176812,0.4221470967116159,-1.163335258289862
0.0675,1.376330957535566,0.3946703389076605,-1.138833121325085,1.383998488668358,0.3908365733412645,-1.135127004771647,1.308267876767394,0.4287018792917463,-1.172992486643926
0.07000000000000001,1.369174160865906,0.4004013022040658,-1.147676293956537,1.375775688985171,0.3971005381444332,-1.144509183347128,1.299639699653675,0.4351685328101811,-1.182577359296114
0.0725,1.361870504411142,0.4061387681988302,-1.156541467753184,1.276753235438325,0.4486974026852387,-1.199239842767654,1.291054724062277,0.4415466583732628,-1.192089285006351
0.075,1.354872142526123,0.4116565310625679,-1.16520224454765,1.193844630054332,0.4921702872984631,-1.245861910061587,1.282513479554922,0.4478358625481682,-1.201527677034242
0.0775,1.347704711199635,0.4171916482852441,-1.173895488553282,1.214626165703171,0.4837309210334766,-1.240586920022652,1.274016492995828,0.4540357573871481,-1.210891953175318
0.08,1.340877346807848,0.4224894313071346,-1.182366317007049,1.305149231499103,0.4403534889615071,-1.200388862529248,1.265564288519126,0.4601459604514957,-1.22018153579691
0.0825,1.33385594007055,0.4278168185481306,-1.190881473210734,1.35067574303479,0.4194069170660106,-1.182636467446802,1.257157387496604,0.4661660948351037,-1.229395851873801
0.08500000000000001,1.327212511954662,0.4328876874631533,-1.1991546385984,1.288887951774347,0.4520499675533108,-1.218488299950535,1.248796308505527,0.4720957891877209,-1.238534333023582
0.08750000000000001,1.320347202686539,0.4380018600429147,-1.20748543824915,1.180675642772092,0.5078376400001383,-1.277499161685173,1.240481567296619,0.4779346777378746,-1.247596415541681
0.09,1.313901200791858,0.4428386383006288,-1.215552976386001,1.139504872422297,0.530036802485409,-1.302935721908893,1.2322136767623,0.4836824003154072,-1.256581540436169
